user name,user Url,city,Contribution,review Title,review Url,Review Details,expe date
liam825 wrote a review Sep 2019,/Profile/liam825,"Salisbury, United Kingdom",40 contributions,What a view!,/ShowUserReviews-g616035-d2664481-r709995347-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"The view I had during a one night stay at 98 Resort absolutely blew me away. You just have to walk on to your balcony to see right over the hills of Ella. It’s quite a sight, and one that only gets better when you wonder up to the restaurant.In terms of the stay itself, I thought the room was incredibly stylish and comfortable. However you will probably share your room with a few other creatures (I had a rather lovely lizard in my room), although they’ll likely just leave you to it. It’s a shame some of the things on sight shut quite early, meaning if you do only stay one night you will probably be unable to make the most of them. Also don’t make the mistake we did and take the shortcut back if you climb Mini Adams Peak for sunset...we followed the sign back to 98 resort and came up against a locked gate which you’ll have to crawl under! Saying that, the stay itself was worth it, although 1 night was probably enough.",Date of stay: September 2019
Vanevaldes wrote a review Sep 2019,/Profile/Vanevaldes,,5 contributions,Sri Lankan Honeymoon,/ShowUserReviews-g616035-d2664481-r709061629-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Excellent hotel choice in Ella! It has the best location possible with quick access to both Little Adam’s Peek and 9 arches bridge. The hotel room views are outstanding, with perfect views of the sunrise within the mountains. We also enjoyed a 2 hour spa service which was SO good.",Date of stay: September 2019
AffectionateEyes wrote a review Sep 2019,/Profile/Eyes1234,"London, United Kingdom",20 contributions,"Didn't stay here, but visited the restaurant and spa",/ShowUserReviews-g616035-d2664481-r708904416-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We had walked here for a drink, and the view from the cafe was amazing! We then walked to the spa to see prices, and as soon as we saw the rooms and the view, we booked in to get a treatment!The next day we came back for our treatment, they did everything they could to make us feel comfortable throughout the day. Our party had a variety of treatments, but we all thoroughly enjoyed them. The spa also had a shower with shampoo, conditioner and shower gel for our use. At the end of our treatment, it was raining heavily and they organised us a tuk tuk to back to our hotel.",Date of stay: August 2019
antorod70 wrote a review Sep 2019,/Profile/antorod70,Colombo,15 contributions,Reservations,/ShowUserReviews-g616035-d2664481-r708359615-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Had to call them many times & send messages to get room rates.After all the information was provided, they say I am not able to book more than 4 rooms as they are an eco friendly resort.What does that have  to do with anything? Is this regulation just for locals?They say they don't give rooms for groups.This is not a group outing. It for a family outing of siblings. Very disappointing how they treat locals.I will be informing the tourist board & ministry of tourism as well.",Date of stay: September 2019
Luxury Traveler wrote a review Sep 2019,/Profile/luxurytravelelr,"Manama, Bahrain",54 contributions,Overrated! ,/ShowUserReviews-g616035-d2664481-r707671479-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"I stayed at 98 Acres for one night on 7th Sep and I'm glad they didnt have availability online to book for more than one night. I read great reviews about this hotel and it was on my wish list for couple of years for when I go to Sri lanka. Finally, we headed to sri lanka on Sep 5th and of course booked my dream hotel.I thought this stay would be the luxury highlight of our trip. But unfortunately, the experience was so disappointing and the property is overrated!! I am writing this review while I'm still here at the hotel, checking out in couple of hours. Overall the experience was dull and not worth it. So disappointing. On checkin, the reception welcomed us with refreshing towels and a welcome juice. Check in was fast maybe because we arrived late at the hotel around 6pm. We stayed at room 107.. small size room with amazing terrace overlooking Adam's peak and amazing view.. this is the only exceptional thing about this stay. The toilet is nice, small size with a waterfall designed shower (it's impressive but not practical for shower). There is a safe at the room, fan (no AC's) and a mini fridge.We checked the main restaurant for dinner that night, menue was average and quiet atmosphere, so we chose to eat in the town. The hotel is 25 minutes away (walking) from down town. We went there for a nice walk and dinner. Came back to rest after a long traveling day to find out that the bed is unbelievably uncomfortable!! Linens are very rough and poor quality (I guess it was old overwashed bedding set) .. and the bed squeaks with every tiny move!!!! Was so uncomfortable sleep. So after struggling night, woke up early morning and around 6am and thought to go for breakfast. Breakfast starts at 7:30am (which means we had to wait till the restaurant opened). Breakfast was average. But the second annoying thing about this hotel is that you have to pay for everything! You have to pay for your coffee at breakfast..  (they have 50% discount on cappuccino and late's!) Breakfast selection had srilankan food, pastries and an egg station. After breakfast went for a dip in the pool, and again when I asked for water,  it came with a cheque! You dont expect this in high end hotels. I asked the front desk to extend my checkout from 12pm to 1pm because I have booked for a 2 hours treatment at the spa, but they said they cant accommodate any late checkouts although I asked during checkin for a grace extension, and they said it's possible. After this stressful mirning, I walked down to the spa for my treatment..  I asked the receptionist if I can speak to the therapist to consult on the best package for me. He insisted that he can help. When I asked him about the differance between types of treatments, he kept reading the package description for me from the menue! I asked him couple of times I need someone to explain to me what to expect and what is best for my body.. he had no idea.. with such an non experienced spa manager with what's called personalized treatment, I had to cancel my treatment and spend the last two hours of this stay in my room..The only thing they got right was a happy birthday note for my partner on the bed the night of check in and a small cake on the breakfast. I have requested these when booked and they have delivered as requested. Again, overrated hotel. Disappointing stay. I guess because they have too many quests, they dont give you the right attention, a service or personalized experience.. so if you stay here dont expect any of these.. expect a dull average experience.",Date of stay: September 2019
Michael W wrote a review Sep 2019,/Profile/michaelwP4306XK,"Portsmouth, United Kingdom",12 contributions,14 Day Sri Lanka Tour,/ShowUserReviews-g616035-d2664481-r707465711-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"The Third stop of our Sri Lanka tour. Situated in the central area of Sri Lanka and up in a mountainous region close to all the Tea plantations. This was a three hour train ride from Kandy which was outstanding with beautiful scenery on the way. The food and drink on the train is provided by a local supplier and consists food like, Samosas and Chai Tea. Go first class though, its not expensive at all and at least you have air conditioning anything less than this you may find cramped and slightly uncomfortable and not air conditioned.  The hotel is an eco friendly hotel with quirky rooms based on the local produce, Tea. Rooms are large and very airy but, keep doors and windows closed in the evening as this area does suffer with lots of insect life. The rooms are not air conditioned but do have a large ceiling fan.As this is in a hilly/mountainous region you will have to walk up and down lots of hills and steep walkways. Make sure you take some sturdy walking shoes. If you suffer problems with knees or hips you may wish to consider whether this is for you. The local Town (Ella) is within a 10 minute Tuk Tuk ride and the main street has numerous bars and restaurants which are worth a visit. Some bars and restaurants do not serve Alcohol so its worth enquiring first.There is a Mountain peak near by (Adams Peak). You can climb this via a public pathway but, again lots and lots of steps to go up and down. There vis also a Zip Line which for those thrill seekers can have a go on as it runs down the mountain range.  The staff and service is, as with the last two hotels we visited, very good and staff are very friendly.",Date of stay: August 2019
Adrian S wrote a review Sep 2019,/Profile/D842SQadrians,,5 contributions,Honeymoon ,/ShowUserReviews-g616035-d2664481-r707383923-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed in the honeymoon for 2 nights and I don't think I have ever stayed in such beautiful accommodation or in such a breathtaking location before. They have a beautiful pool area and a lovely restaurant with a great menu and room was stunning with all the necessities.                      From check in through to room service to restaurants to pool all staff were really friendly and very helpful. A special mention to the following for fantastic service, (pool service), (Restaurants) Asanka/mangala(housekeeping). And difinitely will be back there & will recommend this hotel to everyone. Thank you to all staff who provided us with great service.",Date of stay: September 2019
cartwrightm wrote a review Sep 2019,/Profile/cartwrightm,"Witney, United Kingdom",16 contributions,Wonderful hotel in a wonderful place,/ShowUserReviews-g616035-d2664481-r707298567-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We spent 2 nights here on our honeymoon. The pictures do not do the location justice, you have to see it to believe it. The room was brilliant and the breakfast buffet is exactly what we needed before an explore. We were bed & breakfast which proved to be good as it allowed us to explore Ella which was buzzing!",Date of stay: August 2019
Josh Smith wrote a review Sep 2019,/Profile/MrandMrsSmith020618,,4 contributions,Best Hotel of our Honeymoon,/ShowUserReviews-g616035-d2664481-r707203179-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed here for 2 night during our honeymoon. One night in premium deluxe and one night in their grand executive suite! If you ever get the chance to go to this place please grab it! It was one of the most beautiful and idilic locations we have ever stayed at. The grand executive suite was the best place I have ever stayed, but the resort was just as good in the other accommodations.The food was amazing! Breakfast with a view is definetly a thing here. Great locations around for fun hikes. Even though we were planning on a bigger hike, we did little Adams peak, but then couldn't bring ourselves to leave the grand executive suite which was stunning.This was the best hotel of our honeymoon and we recommend this amazing place to anyone! 5 stars for everything",Date of stay: January 2019
xmilhuisen wrote a review Sep 2019,/Profile/xmilhuisen,"Galle, Sri Lanka",14 contributions,Fantastic ,/ShowUserReviews-g616035-d2664481-r706712091-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,We heard so much about this hotel that we decided it was the only place to stay if we visited Ella and we were not disappointed. From our superior suite which had an incredible view of the mist covered cascading hills to the unique setting of the resort itself amongst the green tea bushes everything including the attentive service was excellent. We would particularly like to thank Mr Upul who manages the Spa. A kind and professional individual always smiling he took care of us and we felt completely pampered and rejuvenated after a full body massage and steam bath at the resorts Spa.A walk up little Adams peak in the quiet of the evening and back then to the comfort and peace of our cool verandah and warm bed was absolutely thrilling.,Date of stay: July 2019
Clifel wrote a review Sep 2019,/Profile/Mariaclifel,,6 contributions,Lunch at 98 Acres Cafe & Restaurant,/ShowUserReviews-g616035-d2664481-r705851620-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Looking for a nice comfortable restaurant with good food and found the 98 Acres Cafe in Ella. Lovely friendly staff and head chef’s doing all they could to accommodate my family. The place is so fantastic and would recommend for a romantic night or even just a chill place for a fresh air.,Date of stay: August 2019
Chathura wrote a review Sep 2019,/Profile/Chathuramax,"Doha, Qatar",5 contributions,Lunch experience and  great place ,/ShowUserReviews-g616035-d2664481-r705840989-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,The best food in Ella we have family trip Ella and we went to 98 Acres for lunch it was amazing and the food is great Ex chef is very good and he make our lunch special great staff and great service the best place in Ella,Date of stay: August 2019
Asanka wrote a review Aug 2019,/Profile/asanka3897,"Kegalle, Sri Lanka",11 contributions,Honeymoon,/ShowUserReviews-g616035-d2664481-r704942790-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,we stayed in a honeymoon deluxe suite for our honeymoon and I must say it was one of the greatest stay i have ever experienced.. Starting from the reception itself everything and everybody was perfect and overwhelming. And the suite is really scenic and comfortable as well. i dont think one would find a better location than to spend their special night. i guess we've been lucky as we chose the Place. and for the adventure seekers the Flying ravana is there. And trek is also available for the little adam's peak. Most importantly the place is in touching distance to the Ella town.,Date of stay: August 2019
Alen A wrote a review Aug 2019,/Profile/648alena,,1 contribution,Great Hotel,/ShowUserReviews-g616035-d2664481-r703301905-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed in this hotel during our honeymoon.... I must say that this is one if the best hotel I ever visited. Great location, food, and most importantly exceptional service provided by the people which makes big difference.",Date of stay: August 2019
Angharad P wrote a review Aug 2019,/Profile/82angharadp,,7 contributions,Honeymoon,/ShowUserReviews-g616035-d2664481-r703281106-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed in the Honeymoon Deluxe room for two nights and I don't think I have ever stayed in such beautiful accommodation or in such a breathtaking location before. To stand on the balcony, surrounded by wildlife, admiring the view of Little Adam's Peak was a wonderful experience. Service at this hotel was exceptional - they provided many extra touches to help us to celebrate our honeymoon and this was very much appreciated. They have a beautiful pool area and a lovely restaurant with a great menu.",Date of stay: August 2019
nadeesha dilum wrote a review Aug 2019,/Profile/nadeeshadilumd,,23 contributions,Wonderful stay,/ShowUserReviews-g616035-d2664481-r703223715-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Had an awesome experience at the hotel. What I loved the most was the nature friendliness. In the morning if you take a walk around you could observe a lot of beautiful birds and in the evening mini Adams Peak is the best place to see the sunset which is very near by.Speaking of the facilities rooms are beautifully designed and the food in the restaurant is mouthwatering. The only downside is its very difficult to reserve a room due to high demand, but its well worthwhile.",Date of stay: July 2019
freadru wrote a review Aug 2019,/Profile/freadru,"Adelaide, Australia",2 contributions,Amazing time ,/ShowUserReviews-g616035-d2664481-r703223271-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"The place is magical. Outstanding service, great location.Foods and all beverages that we had were exceptional. Friendly staffs adding a great value to this awesome place. The service staffs were really helpful and caring.The restaurant was very calm and enjoyed our lunch very much. We will definitely come to 98 for our next visit in Sri Lanka. Everything was insanely beautiful. Thank you 98 .much love",Date of stay: July 2019
Suranga R wrote a review Aug 2019,/Profile/surangar2019,Sri Lanka,2 contributions,Luxury Boutique Hotel simply W O N D E R F U L...!!,/ShowUserReviews-g616035-d2664481-r703073346-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Every minute of my stay at 98 Acres Resort was perfect! The staff was so warm, and professional. The food was delicious. They do a lovely afternoon tea which was nice after a hike on little adamspeak. If you are looking for a home away from home, this is it!! I will never stay any where else in Ella...!",Date of stay: August 2019
Nerdventures wrote a review Aug 2019,/Profile/nerdventures_,"Colombo, Sri Lanka",11 contributions,Totally worth it. Amazing.,/ShowUserReviews-g616035-d2664481-r703052995-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"A bit of a lengthy review definitely. When going through the reviews on Tripadvisor, we were a bit hesitant as the recent reviews did not seem to match the great things we had heard. But since we had already booked the hotel, and got a decent rate, we thought of going ahead. Right from the booking experience, the hotel staff was amazing. The response time was so good that I once thought it was automated. They were accommodative of all our requests and made wonderful arrangements for everything I asked to be ready for my wife's birthday.The location was great. Getting there was easy, and checking in was a breeze. The lady at the reception was friendly, courteous and helped us to improve our overall experience. This theme carried forward through it all. We booked a Premium Deluxe room, which was overlooking Little Adam's Peak and was amazing to wake up to. The bed was so large and comfortable. The room was the right temperature and the amenities were good too. The bathroom was great and clean.A highlight for us was the restaurant and the quality of the food and staff. They were so hospitable, respectful and great. They were attentive and fast, but not loud, nosy and quiet. They were the right amount of friendly without being too intrusive. And they were so accommodative of all our needs. Top quality service and training! The food selection was good, although if you are a vegetarian you might want to check on their menu options previously. (I'm sure they have a great plan for that too but something to keep in mind). Each item seemed to be perfectly crafted (all the way from the dinner buns, bread rolls to the bacon and the five-course dinner). The quantities were just right too.The bar menu is extensive and great. The 98 drink was a daily for us, and they even have a lot of cocktail options which aren't in the menu but are available on request. (Bit of an easter egg). Great selection of wine by the bottle too.Overall, I'd give it a 9/10 (in typical Sri Lankan fashion, it's time to nitpick a bit. This is more of really constructive criticism than anything to put people off).Our wishlist:The pool and the showers for the pool were quite cold, so a bit of heating would have been phenomenal.The outer verandah long-chairs and chairs were a bit dusty. A gentle wipe of the black cushions would have solved this. Didn't stop us from spending a lot of time on it.Again, these were minor and did not negate the experience at all! Great place and probably our favourite chill spot in the island now.",Date of stay: August 2019
Grégory G wrote a review Aug 2019,/Profile/gr_goryg4,"Tokyo, Japan",26 contributions,"Outstanding view, below expectations on all other areas",/ShowUserReviews-g616035-d2664481-r702694488-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This was the only hotel in Sri Lanka which was almost fully booked 4 months before our arrival and we could only get a standard room which was priced 230 USD/night with Breakfast. We went for half board at 270USD/night for 2. When we arrived there early afternoon, we were amazed by the beautiful scenery from the hotel and our room balcony, which is stunning. On the opposite, the interior of the room is very dated: the mattress was old and uncomfortable, there was rotten water smell from the bathroom and the electricity didn't meet proper standards. While this is ok during the day as partly compensated by the amazing view, at night it feels rather gloomy. the noise isolation isn't sufficient and the light gets through the door which has old style windows. We felt that for this price range this was not up to expected standards. The second major disappointment came from the restaurants. It started with our first dinner in the restaurant. The half board meant an ""a la carte' set menu. The starter and appetizers were tasty but the main dish and desserts were extremely disappointed. Below average industrial meat/pasta/desserts quality. The staff was ready to give us another dishes when they realized we could not eat most of ours but we didnt consider it as we felt we had tried enough variety. On the second day, we asked to cancel our half board plan which was easily accepted by the Guest manager (and we thank him for that as we could eat in town in a much better atmosphere and at a much lower rate). Regarding the breakfast, I had read a lot of compliments on tripadvisor but there again it came up as the worst breakfast during our stay. The juices cames from low quality plastic container that were not even hidden by the staff (were visible behind the counter) and the self service food was of a cheap quality. One thing i found ridiculous as well was the fact that ""premium coffee"" such as expresso/latte/cappucino were advertised with 50% off price during breakfast, which is very ""cheap"" attitude considering those are available and free in all other hotels visited during our stay (and elsewhere in the world in 4 stars and above hotels). Home made superior quality food would be clearly expected to raise the level in this hotel. I can't imagine how I would have felt if I had booked a superior room in the range of 300 USD and got this level of food quality... Third, we tried the SPA for a 2h massage and it was an OK/decent experience even though I am sure it was worth the 10 000 LKR/person price. This makes it a fair value for money. All in all, I would not recommend this hotel for a long stay (1 night is OK if you want to observe the beautiful scenery and are ready to sleep in a room which doesnt meet international standard with light going through and limited privacy). This is a popular hotel so the owners don't have issue to fill in their occupancy. Still, I am sure that investing in large refurbishment and upgrading the food quality could make it a jewel where people would spend memorable holidays. But far from it in its current shape.",Date of stay: August 2019
Tarmum wrote a review Aug 2019,/Profile/Tarmum,"London, United Kingdom",406 contributions,Worth it for location & views - relaxing,/ShowUserReviews-g616035-d2664481-r702248961-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"I had read alot of reviews before booking so I knew what to expect. We had one standard and one superior room. The standard room was very small and we could barely fit in our luggage, but the view was totally breath taking. The superior room was alot better, almost twice the size, with great wet room and loungers on the balcony - but they are lower down on the property so whilst the views were still lovely, definitely not as good as the standard room. We stayed on half board and thoroughly enjoyed both breakfast and dinner. We ordered room service for lunch which was excellent value and I had a very good massage. Sadly the staff (in general) were less welcoming than many other places we visited, check in was slow and there was no real welcome, it didn't feel luxorious. Much as we enjoyed our visit I think the hotel does not offer good value compared to other places we visited. The rooms could do with a bit of an upgrade, but would I stay again? Probably yes as the location really is stunning!",Date of stay: July 2019
Dn A wrote a review Aug 2019,/Profile/DnA27,,18 contributions,I don’t recommend this place.,/ShowUserReviews-g616035-d2664481-r698789455-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"With in first couple of hours I had to call housekeeping personal more than 3 times for some issues.( Wash basing tap was detached, kettle wasn’t working, balcony chairs was dirty.) I noticed that management used to focus on low cost and more income,Since I didn’t find some basic facilities which I could find from an another place even for a lower price.Eg. Television was from a very cheap brand with very basic features and display has been discolored already. I couldn’t connect my hard drive to the TV.Sofa wasn’t so comfortable.There was no aircon at all. In the mid of the day room was very hot. We couldn’t stay inside the room comfortably.Hair dryer was not a suitable type for a this kind of hotel.Swimming pool is a very small one and I heard one of the guest was complaining about it as he couldn’t swim in the pool. I kept more expectations about 98 acres. Food was really good. But room facilities is under very poor condition.Seriously I enjoyed stay at Ella flower garden comparing to stay at 98 Acers and I cant recommend 98 acres to someone else anymore as I did before I come and experience the stay at 98 acers.",Date of stay: August 2019
Annabelle R wrote a review Aug 2019,/Profile/annabelleannabel,"Singapore, Singapore",102 contributions,Unique and outstanding massage experience,/ShowUserReviews-g616035-d2664481-r698412669-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"I'm a massive massage addict, and my experience of 2.5 hours massage package at 98 Acres Resort and Spa was awesome!I got the Devine package, and it was worth every penny! It is very complete (foot, head, shoulder, body, scrub, moisturize)You have a unique view, skilled masseuses, you come out really relaxed.By the end of my massage, there was a bit of outside noises coming from an argument between some employees at the tea fields, but didnt ruin my relation time.",Date of stay: August 2019
Lovetravelling wrote a review Aug 2019,/Profile/clj1912,"Dubai, United Arab Emirates",38 contributions,A little dissappointinb,/ShowUserReviews-g616035-d2664481-r697977433-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Keeping in mind that most Hotels in Sri Lanka inland is not super luxurious you somewhat expect something a little bit more from this nr1 in Ella charging almost 400 usd a night. Rooms are rustic which is fine but finishes in room the room is standard, facilities at hotel is below average and service in restaurant is pore during breakfast. The only thing that sets the hotel apart a little is the setting, but I’m almost certain for a lot less if u want to save money you could find a alternative property. We didn’t do enough research as we told this one was the best.",Date of stay: August 2019
Vera wrote a review Aug 2019,/Profile/Verash93,,16 contributions,Think twice before checking in...,/ShowUserReviews-g616035-d2664481-r697972738-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We arrived at the hotel in the evening. The lobby was an unbelievably small area but due to that fact it was standing out. We were warmly welcomed. Since there were few other check-in's and there was only one receptionist at the desk we had to wait for a short while.  We asked for a room with the best view and we were recommeded the standard room. Who would not ask for a great view when they travel all the way to Ella! And above all, 98 acres is one of the most popular hotels in Ella so we expect a superb view. We were escorted to our room and when seeing the main do0or I was not so happy as it looked cheap eventhough the resort is not cheap at all. But I had a feeling that inside would be better than how the door looks from outside. When we entered the room we were shocked as it was practically looking like a room in a rundown shack. We informed the staff that we dislike the room and they told us that it is their room theme and design. Whereas they offered us a higher room category which is the premier (the suite rooms were not available). We paid the extra amount and went to the premier room. The room and bathroom were very spacious and the bed was massive. We were satisfied with the room than before. We do understand that their theme and design is about simplicity, not a fancy luxury room. Yet, the room is not worth the value. The rooms are built on a very cheap cost for sure. On the other hand, the food was superb. Presentation is fabulous. Dinner was served through a set menu and the breakfast was a mini buffet. We had an aromatherapy at the spa. The spa did not have the latest amenities but the staff were friendly. The view from the spa is very relaxing. Although we checked-in for a full board stay, we decided to leave on half board. Overall, the 98 acres resort is not what we expected it to be. The staff is lovely but specially the standard rooms required a renovation or a redesigning.",Date of stay: June 2019
MehtapKaraarslan wrote a review Aug 2019,/Profile/MehtapKaraarslan,"Belgium, Europe",13 contributions,Enjoy the view and surroundings in a minimalist luxury environment,/ShowUserReviews-g616035-d2664481-r697691424-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"It is a wonderful place to be. We enjoyed the spectacular view, wonderful air, environment friendly approach, friendly and very professional staff. The food is excellent. The restaurant view is amazing.",Date of stay: July 2019
Eurostarflyer wrote a review Aug 2019,/Profile/Eurostarflyer,"Palm Jumeirah, United Arab Emirates",25 contributions,Beautiful setting!,/ShowUserReviews-g616035-d2664481-r697458269-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Lovely location set in the mountains, slightly removed from the hustle and bustle of Ella. Great views, excellent local hiking trails from Adam’s Peak to 9 Arches Bridge all within walking distance. Breakfast is average and coffee horrendous, services is mediocre however the setting and location make up for the shortfalls. It’s actually overpriced and is more of a 3-4 star hotel.",Date of stay: August 2019
SMF wrote a review Aug 2019,/Profile/fitz2065,"Sydney, Australia",16 contributions,Plan to stay awhile,/ShowUserReviews-g616035-d2664481-r697440221-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Such a beautiful location! Our ""hut"" had huge sliding glass doors that looked out into gardens below and forest beyond. The room was gorgeous -- loved the design, the materials, colours, the size of the room and the environmental awareness. I can't imagine how much time it took to plan, plant and nurture the gardens and pathways. They are so lovely. I'm sorry we didn't get to stay another few days. I would have loved to explore Ella and to hike the hills around the hotel. The hotel also offers guided walks and excursions, but we were unable to take advantage of those on this trip. This hotel would be top of my list for a return visit. And like most hotels we stayed in Sri Lanka, the service is beyond comparison. Wonderful experience!",Date of stay: August 2019
ckumara2019 wrote a review Aug 2019,/Profile/ckumara2019,,4 contributions,Location,/ShowUserReviews-g616035-d2664481-r697243483-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Hotel is located in a great location however in order to experience of a better view should be in a standard room are on the left side of the reception .Food on set menu not in high standard and the breakfast buffet had many varieties to choose for .Staff and the service excellent .love to recomend this beautiful property to anyone who want a romantic get away .,Date of stay: June 2019
ilse g wrote a review Aug 2019,/Profile/254ilseg,"Melbourne, Australia",49 contributions,Stunning resort,/ShowUserReviews-g616035-d2664481-r697160839-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This was the best resort we stayed at in our 3 weeks in Sri Lanka. The photos cant capture the beauty of the place. The rooms are located on the side of a hill, with lush forest as far as the eye can see. As the rooms are lined up on the side of the hill, no-one can see into your room, even with the blinds open. The rooms have large glass doors leading to the balcony, so you can lie in bed and still enjoy the view. The spacious balcony has a view of Little Adams Peak, and we sat for hours there enjoying the peacefulness and nature. Little Adams Peak is a short walk from the hotel - other people cut through the hotel to get there. The restaurant serves some impressive food, and the breakfast buffet has good selection. We ordered room service for a late lunch, and the staff were kind enough to give us some complimentary cakes and sweets for dessert afterwards. Small gestures like this really made us feel welcome. I went to reception to ask for help with our internet as I had trouble connecting my laptop, and the staff were extremely helpful and knowledgeable.I cant stress how lovely this place is.",Date of stay: July 2019
Dumal Aluthdeniya wrote a review Aug 2019,/Profile/Dumal_Aluthdeniya,"Colombo, Sri Lanka",7 contributions,For an unforgettable experience,/ShowUserReviews-g616035-d2664481-r697139875-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Best experience so far in my life. Hotel is located in a beautiful place surrounded by hills and tea states and the view from the room is amazing. They have a very friendly staff. We went for our honeymoon and they gave us a well decorated room with a complementary cake and fruit basket. They welcome us warmly. There are lots of activities to spend the time. (Hiking, zip line flying, visit 9 arc bridge..) And the room is clean and safe. You can relax and enjoy the view from the room. They offer set menus for lunch and dinner. Food is delicious and the service is outstanding.  This is a must visit place if you visit Sri Lanka.",Date of stay: August 2019
OnAir174333 wrote a review Aug 2019,/Profile/OnAir174333,,3 contributions,Nice place,/ShowUserReviews-g616035-d2664481-r696838661-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Like this place with many different places to go and see including the 9 archers bridge within walking distance. Little Adams’s peak climb was interesting with an amazing view of the entire area. Food was super.,Date of stay: July 2019
Isuru W wrote a review Aug 2019,/Profile/419isuruw,,3 contributions,Best Honeymoon Destination!,/ShowUserReviews-g616035-d2664481-r696341780-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"My wife and I stayed at 98 Acres on our honeymoon and it was amazing beyond words. The bedroom opens up to the balcony directly, which overlooks Ella Rock and so the sunrise pours into our bedroom at sunrise. Breakfast and dinner was also exceptional. Some of the best meals we’ve had at any hotel in the world we’re from 98 Acres and the staff there are beautifully accommodating. I can’t fault them, our stay was amazing!",Date of stay: August 2019
Ilona E wrote a review Aug 2019,/Profile/ilonae2014,"Utrecht, The Netherlands",16 contributions,Absolutely great ,/ShowUserReviews-g616035-d2664481-r695347904-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed for one night and we could stay a lot longer. This place is great. The food is good, the room has an amazing view and the staff is wonderful. The occasion was my birthday and the staff arranged a birthday cake. Thank you so much for the wonderful experience",Date of stay: August 2019
RoieIsrael wrote a review Aug 2019,/Profile/RoieIsrael,"Tel Aviv, Israel",25 contributions,Amazing cabin in the woods,/ShowUserReviews-g616035-d2664481-r694581950-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed there for 1 night. Rooms are well decorated, people here said it’s dark inside which I can relate to (no lights for reading near bed). The hotel itself a gorgeous, small cabins in the woods between trees, tea plants and flowers. Everything is quiet and peaceful, really gets you in the mood for the jungle.Staff was super friendly and nice.My only complaint is the lack of ac. I get that, but I think at least one window should have a mosquito net (not just the one above the bed) so we can leave it open at night and not be concerned about either the heat in the closed room or the mosquitos and other bugs. Shower room was the best we had so far in Sri Lanka, huge and luxurious. The soap and shampoo bottles were a nice touch, too.Don’t miss little Adam’s pick! Thanks for a wonderful stay!",Date of stay: August 2019
Emilie v wrote a review Jul 2019,/Profile/575emiliev,"Amsterdam, The Netherlands",5 contributions,Not up to expectation,/ShowUserReviews-g616035-d2664481-r693484527-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Perfect location with amazing views, nice staff and good massages but the food is terrible (especially dinner) and the rooms are dark and depressing. Reception area reminds me of a public bus station. Pool closes way to early. Doesn’t live up to expectation of a 5 star hotel. Too bad.",Date of stay: July 2019
chris *** wrote a review Jul 2019,/Profile/U9292QWchrish,,17 contributions,A very special pal e,/ShowUserReviews-g616035-d2664481-r693042253-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"98 acres is perched on a hill overlooking a tea plantation.The views are incredible, the staff wonderful and the food divine.The only criticism is there is no air con - we found the rooms quite hot.But that is a small compliant - it is one of the most incredible hotels I’ve ever visited.",Date of stay: July 2019
